make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,Nm/kgm,rpm,seats,country
Maruti,Baleno,2017,530000,30000,Petrol,Individual,Manual,Second Owner,21,1197,83,115,4000,5,India
Hyundai,Xcent,2017,610000,14000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Tata,Tigor,2018,500000,50000,Diesel,Individual,Manual,First Owner,25,1047,69,140,3000,5,India
Mahindra,Xylo,2010,250000,120000,Diesel,Individual,Manual,Second Owner,13,2489,95,220,2600,8,India
Hyundai,EON,2018,325000,10000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Maruti,Baleno,2018,550000,10000,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Maruti,Ciaz,2018,720000,25000,Petrol,Individual,Manual,First Owner,21,1373,91,130,4000,5,India
Hyundai,Verna,2017,950000,20000,Petrol,Individual,Manual,First Owner,17,1591,121,151,4850,5,South Korea
Maruti,Swift,2013,350000,60000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Hyundai,Grand,2018,500000,40000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Swift,2012,380000,60000,Diesel,Individual,Manual,First Owner,19,1248,74,190,2000,5,India
Hyundai,Xcent,2015,380000,50000,Petrol,Individual,Automatic,First Owner,17,1197,82,114,4000,5,South Korea
Hyundai,Verna,2017,900000,20000,Petrol,Individual,Manual,First Owner,17,1591,121,151,4850,5,South Korea
Maruti,Alto,2017,295000,35000,Petrol,Individual,Manual,First Owner,25,796,47,69,3500,5,India
Maruti,Ciaz,2016,640000,40000,Diesel,Individual,Manual,First Owner,28,1248,88,200,1750,5,India
Tata,Nexon,2018,790000,60000,Diesel,Individual,Manual,First Owner,22,1497,108,260,2750,5,India
Hyundai,Verna,2015,625000,20000,Petrol,Individual,Manual,First Owner,17,1591,121,155,4200,5,South Korea
Ford,EcoSport,2017,604000,30000,Petrol,Individual,Manual,Second Owner,17,1497,121,150,4500,5,United States
Maruti,Alto,2015,315000,29000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Maruti,Wagon,2017,400000,50000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,i20,2018,700000,42000,Petrol,Individual,Automatic,First Owner,19,1368,99,132,4000,5,South Korea
Toyota,Innova,2011,700000,120000,Diesel,Individual,Manual,Second Owner,13,2494,102,20,2400,8,Japan
Mahindra,Verito,2012,260000,110000,Diesel,Individual,Manual,First Owner,21,1461,65,160,2000,5,India
Tata,Indigo,2012,200000,90000,Diesel,Individual,Manual,First Owner,24,1396,70,140,3000,5,India
Volkswagen,Vento,2011,330000,66000,Diesel,Individual,Manual,Second Owner,20,1598,105,250,2500,5,Germany
Hyundai,Verna,2011,400000,70000,Diesel,Individual,Manual,Third Owner,16,1493,110,24,2750,5,South Korea
Mahindra,Verito,2014,250000,50000,Diesel,Individual,Manual,Second Owner,21,1461,65,160,2000,5,India
Skoda,Rapid,2019,725000,25000,Petrol,Individual,Manual,First Owner,15,1598,103,153,3800,5,Czech Republic
Maruti,Swift,2013,300000,70000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Maruti,800,2006,120000,40000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Mahindra,XUV500,2016,1175000,110000,Diesel,Individual,Manual,First Owner,16,2179,140,330,2800,7,India
Tata,New,2009,380000,150000,Diesel,Individual,Manual,First Owner,14,2179,138,320,2700,7,India
Tata,Indica,2014,400000,45000,Diesel,Individual,Manual,First Owner,19,1405,70,135,2500,5,India
Tata,Indigo,2005,140000,90000,Diesel,Individual,Manual,Third Owner,16,1405,70,14,2500,5,India
Tata,New,2011,229999,140000,Diesel,Individual,Manual,Second Owner,12,2179,138,320,2700,7,India
Maruti,Omni,2017,265000,40000,Petrol,Individual,Manual,Second Owner,17,796,34,59,2500,8,India
Hyundai,i20,2011,300000,138000,Petrol,Individual,Manual,Third Owner,17,1197,80,11,4000,5,South Korea
Maruti,Alto,2015,280000,80000,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Hyundai,Getz,2005,130000,50000,Petrol,Individual,Manual,Second Owner,15,1341,83,115,3200,5,South Korea
Chevrolet,Sail,2015,350000,50000,Petrol,Individual,Manual,First Owner,18,1199,82,108,5000,5,United States
Maruti,Ritz,2009,200000,120000,Petrol,Individual,Manual,First Owner,18,1197,86,114,4000,5,India
Maruti,Swift,2018,550000,24400,Petrol,Individual,Manual,First Owner,22,1197,82,113,4200,5,India
Mahindra,Bolero,2013,400000,60000,Diesel,Individual,Manual,Second Owner,16,2523,62,195,2200,7,India
Maruti,Ritz,2010,170000,120000,Petrol,Individual,Manual,Second Owner,18,1197,86,114,4000,5,India
Hyundai,Verna,2015,600000,60000,Diesel,Individual,Manual,Second Owner,25,1396,89,220,2250,5,South Korea
Maruti,Alto,2011,130000,100000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Hyundai,Santro,2007,120000,60000,CNG,Individual,Manual,Second Owner,19,1459,92,0,3011,5,South Korea
Maruti,800,2011,100000,120000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Renault,KWID,2016,310000,27500,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Maruti,800,2007,35000,10000,Petrol,Individual,Manual,First Owner,16,796,37,59,2500,4,India
Hyundai,i20,2010,200000,120000,Petrol,Individual,Manual,Third Owner,18,1197,80,11,4000,5,South Korea
Maruti,Swift,2009,270000,70000,Diesel,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Tata,Indigo,2013,210000,120000,Petrol,Individual,Manual,First Owner,16,1193,64,100,2700,5,India
Hyundai,Xcent,2015,509999,90000,Diesel,Individual,Manual,First Owner,24,1120,71,180,2125,5,South Korea
Ford,Figo,2013,229999,70000,Diesel,Individual,Manual,First Owner,20,1399,68,160,2000,5,United States
Renault,Duster,2014,409999,188000,Diesel,Individual,Manual,Second Owner,19,1461,108,248,2250,5,France
Chevrolet,Spark,2011,130000,67840,Petrol,Individual,Manual,First Owner,18,995,62,90,4200,5,United States
Tata,Nano,2013,95000,30000,Petrol,Individual,Manual,First Owner,25,624,37,51,5004,4,India
Maruti,Alto,2016,225000,35000,Petrol,Individual,Manual,Second Owner,23,796,47,69,3500,5,India
Maruti,Swift,2010,256999,150000,Diesel,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Maruti,Vitara,2017,775000,100000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Maruti,Wagon,2017,420000,30000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,Grand,2016,480000,70000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Toyota,Etios,2011,210000,84050,Petrol,Individual,Manual,First Owner,19,1459,92,0,3011,5,Japan
Volkswagen,Polo,2018,600000,15000,Petrol,Individual,Manual,First Owner,16,1199,74,110,4300,5,Germany
Maruti,Omni,2010,130000,120000,Petrol,Individual,Manual,Third Owner,20,796,35,6,3000,8,India
Maruti,Swift,2007,195000,112880,Diesel,Dealer,Manual,First Owner,25,1248,74,190,2000,5,India
Tata,Indica,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,19,1405,70,135,2500,5,India
Maruti,Wagon,2006,130000,80000,Petrol,Individual,Manual,Third Owner,19,998,67,90,3500,5,India
Chevrolet,Beat,2012,141000,128000,Petrol,Individual,Manual,Third Owner,19,1199,79,108,4400,5,United States
Mahindra,Bolero,2011,280000,120000,Diesel,Individual,Manual,First Owner,14,2523,63,180,1500,7,India
Maruti,SX4,2010,350000,30000,Petrol,Individual,Automatic,First Owner,13,1586,103,145,4100,5,India
Tata,Nexon,2018,575000,70000,Petrol,Individual,Manual,First Owner,17,1198,108,170,4000,5,India
Hyundai,i20,2015,550000,41000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Toyota,Etios,2011,420000,28100,Petrol,Individual,Manual,First Owner,19,1459,92,0,3011,5,Japan
Maruti,Alto,2006,120000,30000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Maruti,Alto,2015,320000,30000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Hyundai,Accent,2011,250000,35000,Petrol,Individual,Manual,First Owner,16,1495,94,125,3500,5,South Korea
Maruti,SX4,2010,300000,22000,Petrol,Individual,Manual,First Owner,15,1586,105,145,100,5,India
Maruti,Wagon,2006,250000,70000,Petrol,Individual,Manual,First Owner,19,998,67,90,3500,5,India
Maruti,Omni,2005,120000,100000,Petrol,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Mahindra,Bolero,2018,750000,70000,Diesel,Individual,Manual,First Owner,16,1493,70,195,2200,7,India
Tata,Safari,2011,300000,120000,Diesel,Individual,Manual,First Owner,14,2179,138,320,2700,7,India
Maruti,Ignis,2019,577000,3000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Maruti,Alto,2012,229999,50000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Mahindra,Bolero,2013,500000,50000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Honda,Jazz,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18,1199,89,110,4800,5,Japan
Volkswagen,Vento,2017,900000,74000,Diesel,Individual,Manual,First Owner,22,1498,109,250,3000,5,Germany
Honda,Jazz,2017,650000,25000,Petrol,Individual,Manual,First Owner,19,1199,89,110,4800,5,Japan
Honda,Jazz,2016,650000,61915,Diesel,Individual,Manual,First Owner,27,1498,99,200,1750,5,Japan
Hyundai,EON,2016,250000,110000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Volkswagen,Polo,2016,550000,70000,Diesel,Individual,Manual,First Owner,20,1498,88,230,2500,5,Germany
Maruti,Swift,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,18,1248,75,190,2000,5,India
Chevrolet,Beat,2014,185000,90000,Diesel,Individual,Manual,Second Owner,25,936,56,142,1750,5,United States
Ford,Figo,2010,229999,120000,Petrol,Individual,Manual,Third Owner,16,1196,70,102,4000,5,United States
Toyota,Innova,2016,1000000,65000,Diesel,Individual,Manual,First Owner,13,2494,101,200,3600,8,Japan
Maruti,Wagon,2019,490000,10000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Hyundai,i10,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20,1197,79,112,4000,5,South Korea
Maruti,Ertiga,2013,600000,184000,Diesel,Individual,Manual,First Owner,21,1248,89,200,1750,7,India
Maruti,Wagon,2013,270000,80000,CNG,Individual,Manual,Second Owner,33,998,58,78,3500,5,India
Maruti,Zen,2005,60000,70000,Petrol,Individual,Manual,Second Owner,17,993,60,78,4500,5,India
Maruti,SX4,2008,150000,89000,Petrol,Individual,Manual,Second Owner,16,1586,105,145,100,5,India
Maruti,Swift,2013,525000,69000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Tata,Indica,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25,1396,69,140,3000,5,India
Hyundai,EON,2017,300000,8000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Hyundai,i20,2012,350000,35000,Petrol,Individual,Manual,First Owner,17,1197,80,11,4000,5,South Korea
Hyundai,i20,2011,300000,45000,Petrol,Individual,Manual,First Owner,17,1197,80,11,4000,5,South Korea
Fiat,Linea,2011,250000,30000,Diesel,Individual,Manual,First Owner,20,1248,91,209,2000,5,Italy
Maruti,800,2006,114999,59000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Maruti,Ertiga,2018,700000,6200,Petrol,Individual,Manual,First Owner,19,1462,103,138,4400,7,India
Maruti,Celerio,2020,250000,120000,Petrol,Individual,Manual,Second Owner,22,998,67,90,3500,5,India
Maruti,Wagon,2016,350000,70000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Omni,1998,80000,70000,Petrol,Individual,Manual,First Owner,14,796,35,6,3000,5,India
Mahindra,Scorpio,2017,850000,110000,Diesel,Individual,Manual,First Owner,15,2523,75,200,2200,7,India
Hyundai,Santro,2004,70000,158000,Petrol,Individual,Manual,First Owner,19,1459,92,0,3011,5,South Korea
Chevrolet,Spark,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18,995,62,90,4200,5,United States
Chevrolet,Tavera,2014,600000,110000,Diesel,Individual,Manual,First Owner,14,2499,72,171,1800,10,United States
Maruti,Alto,2007,135000,57000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Hyundai,Accent,2005,150000,120000,Petrol,Individual,Manual,First Owner,13,1495,94,12,3500,5,South Korea
Maruti,Swift,2009,240000,120000,Petrol,Individual,Manual,First Owner,18,1298,86,114,4000,5,India
Hyundai,Creta,2018,946000,60000,Diesel,Individual,Manual,First Owner,22,1396,89,220,2125,5,South Korea
Tata,Indigo,2011,215000,70000,Diesel,Individual,Manual,First Owner,23,1396,69,140,3000,5,India
Maruti,Zen,1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17,993,60,78,4500,5,India
Honda,Amaze,2013,310000,100000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Hyundai,i10,2008,220000,35000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Maruti,Swift,2008,195000,90000,Diesel,Individual,Manual,Third Owner,18,1248,75,190,2000,5,India
Hyundai,i20,2015,650000,50000,Petrol,Individual,Manual,First Owner,17,1197,82,115,4000,5,South Korea
Hyundai,i20,2011,350000,98000,Petrol,Individual,Manual,First Owner,18,1197,80,11,4000,5,South Korea
Hyundai,i20,2013,360000,30000,Petrol,Individual,Manual,First Owner,18,1197,83,114,4000,5,South Korea
Hyundai,Elantra,2013,550000,50000,Petrol,Individual,Manual,Second Owner,16,1797,148,178,4700,5,South Korea
Hyundai,Grand,2016,490000,26000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Alto,2011,195000,46000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Maruti,Alto,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,20,796,46,62,3000,5,India
Tata,Tiago,2019,459999,10000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Maruti,Alto,2015,275000,16700,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Maruti,Swift,2018,680000,70000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,Swift,2015,600000,7967,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Maruti,Swift,2018,720000,20000,Petrol,Individual,Manual,First Owner,22,1197,82,113,4200,5,India
Maruti,Swift,2011,295000,50000,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,India
Renault,KWID,2016,356000,9656,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Hyundai,i10,2011,225000,50000,Petrol,Individual,Manual,First Owner,20,1086,68,99,4500,5,South Korea
Ford,Freestyle,2019,725000,17000,Diesel,Individual,Manual,First Owner,24,1498,99,215,3000,5,United States
Chevrolet,Spark,2010,130000,50000,Petrol,Individual,Manual,First Owner,18,995,62,90,4200,5,United States
Renault,KWID,2015,300000,10000,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Hyundai,i20,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18,1197,83,114,4000,5,South Korea
Hyundai,Verna,2013,550000,50000,Diesel,Individual,Manual,First Owner,24,1396,89,220,2250,5,South Korea
Maruti,Wagon,2006,120000,90000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Mahindra,Xylo,2012,409999,100000,Diesel,Individual,Manual,Second Owner,14,2498,112,260,2200,8,India
Hyundai,Santro,2010,110000,80000,Petrol,Individual,Manual,Second Owner,0,1086,62,96,3000,5,South Korea
Maruti,Swift,2019,610000,5000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Ford,Ecosport,2016,515000,68609,Diesel,Dealer,Manual,First Owner,23,1498,90,204,2750,5,United States
Ford,EcoSport,2018,925000,33360,Diesel,Dealer,Manual,First Owner,23,1498,99,205,3250,5,United States
Ford,Figo,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20,1399,68,160,2000,5,United States
Ford,Figo,2017,500000,62960,Diesel,Dealer,Manual,First Owner,26,1498,99,215,3000,5,United States
Maruti,Swift,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,21,1197,82,113,4200,5,India
Ford,Figo,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18,1399,68,160,2000,5,United States
Maruti,Wagon,2012,265000,67998,Petrol,Dealer,Manual,First Owner,19,998,67,90,3500,5,India
Ford,Freestyle,2018,650000,20706,Diesel,Dealer,Manual,First Owner,24,1499,99,215,2500,5,United States
Ford,Figo,2015,415000,100581,Diesel,Dealer,Manual,First Owner,26,1498,99,215,3000,5,United States
Renault,Duster,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20,1461,84,200,1900,5,France
Maruti,Ritz,2013,340000,79139,Petrol,Dealer,Manual,First Owner,18,1197,86,114,4000,5,India
Hyundai,Grand,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24,1120,70,160,2750,5,South Korea
Maruti,Ritz,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,23,1248,74,190,2000,5,India
Tata,Safari,2017,625000,72000,Diesel,Individual,Manual,First Owner,14,2179,138,320,2700,7,India
Hyundai,Verna,2008,245000,127000,Diesel,Individual,Manual,Second Owner,17,1493,110,24,451,5,South Korea
Maruti,Swift,2014,395000,120000,Diesel,Individual,Manual,First Owner,25,1248,74,190,2000,5,India
Hyundai,Xcent,2014,490000,100000,Diesel,Individual,Manual,First Owner,24,1120,71,180,2125,5,South Korea
Toyota,Etios,2012,450000,148000,Diesel,Individual,Manual,Second Owner,19,1459,92,0,3011,5,Japan
Maruti,Ertiga,2018,955000,40000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,7,India
Maruti,Swift,2013,525000,110000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Tata,Tigor,2017,550000,30000,Petrol,Individual,Manual,First Owner,20,1199,84,114,3500,5,India
Tata,Indica,2014,200000,120000,Diesel,Individual,Manual,Second Owner,19,1405,70,135,2500,5,India
Ford,Figo,2017,500000,15000,Petrol,Individual,Manual,First Owner,18,1196,87,112,4000,5,United States
Maruti,SX4,2016,825000,33500,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Toyota,Etios,2015,600000,10000,Petrol,Individual,Manual,First Owner,18,1197,79,104,3100,5,Japan
Mahindra,TUV,2016,770000,50000,Diesel,Individual,Manual,First Owner,18,1493,100,240,2800,7,India
Chevrolet,Optra,2011,415000,78432,Diesel,Individual,Manual,First Owner,17,1991,124,305,2000,5,United States
Honda,Brio,2012,310000,50000,Petrol,Individual,Manual,Second Owner,19,1198,87,109,4500,5,Japan
Tata,Tiago,2017,390000,20000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Hyundai,Creta,2016,700000,30000,Petrol,Individual,Manual,First Owner,15,1591,121,151,4850,5,South Korea
Hyundai,i10,2010,200000,70000,Petrol,Individual,Manual,Second Owner,20,1086,68,99,4500,5,South Korea
Toyota,Innova,2013,1050000,7200,Diesel,Individual,Manual,First Owner,13,2494,101,200,3600,8,Japan
Honda,City,2014,580000,97000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Hyundai,EON,2014,200000,60000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Chevrolet,Sail,2013,245000,25000,Petrol,Individual,Manual,First Owner,18,1199,85,113,5000,5,United States
Hyundai,i10,2010,210000,94000,Petrol,Individual,Manual,Second Owner,20,1197,79,112,4000,5,South Korea
Maruti,Baleno,2005,50000,90000,Petrol,Individual,Manual,Second Owner,15,1590,94,130,3000,5,India
Honda,City,2015,630000,117500,Petrol,Individual,Manual,Second Owner,17,1497,117,145,4600,5,Japan
Mahindra,XUV500,2012,950000,78500,Diesel,Individual,Manual,First Owner,15,2179,140,330,2800,7,India
Hyundai,i20,2018,740000,8000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Ford,Figo,2017,570000,25000,Petrol,Individual,Manual,First Owner,18,1196,87,112,4000,5,United States
Hyundai,Verna,2012,450000,60000,Diesel,Individual,Manual,Third Owner,22,1582,126,260,2325,5,South Korea
Datsun,RediGO,2019,390000,10000,Petrol,Individual,Manual,First Owner,22,999,67,91,4250,5,Japan
Tata,Nano,2015,130000,60000,Petrol,Individual,Manual,First Owner,25,624,37,51,5004,4,India
Honda,City,2006,270000,70000,Petrol,Individual,Manual,Second Owner,18,1497,78,13,2700,5,Japan
Maruti,800,1997,60000,25000,Petrol,Individual,Manual,Third Owner,16,796,37,59,2500,4,India
